1	195471971	2610676	0
2	182113224	1983924	0
8	129401213	1972642	0
4	156508116	1663152	0
5	151834684	1622568	0
11	122082543	1608830	0
7	145441459	1566688	0
3	160039680	1537566	0
6	149736546	1495498	0
9	124595110	1420990	0
10	130694993	1383882	0
13	120421639	1240106	0
14	124902244	1234474	0
12	120129022	1116604	0
15	104043685	1110896	0
17	94987271	1102386	0
16	98207768	950282	0
18	90702639	936124	0
19	61431566	718128	0
X	171031299	697782	0
Y	91744698	28950	0
MT	16299	2356	0
